,core,peri,log2fc,pvalue
STK11IP,0.050440235150915,0.014004680562343,0.036435554588573,0.07595540145946
MRPL50,0.06870440384398,0.032233232606012,0.036471171237969,0.150792770190133
LRMP,0.179916207380185,0.143443902414668,0.036472304965517,0.430287341082924
MAEA,0.153847073055756,0.117350648746999,0.036496424308756,0.378359226983953
TP53,0.049450553499769,0.01295409070027,0.036496462799499,0.066998970326093
GET4,0.080131752318177,0.04361329907299,0.036518453245187,0.203535540235153
ZC3H4,0.072633237799543,0.036104123447981,0.036529114351561,0.170193806574593
UBE2T,0.036531247930313,0,0.036531247930313,0.014380260740169
PRSS36,0.036548244950908,0,0.036548244950908,0.01444978721007
HOMEZ,0.036589976158447,0,0.036589976158447,0.014883774598738
MCC,0.036609001526023,0,0.036609001526023,0.014356641431993
CMAS,0.075514616140919,0.038905520364926,0.036609095775994,0.154207124033958
CDC123,0.287161447710604,0.250545608133345,0.036615839577259,0.536094710450082
ZNF649,0.04270564235164,0.00608417455691,0.03662146779473,0.034289131952879
KLHL22,0.044037669456211,0.007412957166319,0.036624712289892,0.045938014683014
ZNF507,0.049182582900342,0.012538455031321,0.036644127869021,0.061980520680114
SART3,0.070571821770504,0.033904514444978,0.036667307325526,0.150360337377594
METTL2B,0.042358942095917,0.005656257301812,0.036702684794105,0.031393821288984
SLC35A4,0.079458705273042,0.042730061064483,0.036728644208559,0.18149287919004
TCTN1,0.05021018338164,0.01348099790921,0.03672918547243,0.070583017967651
VGF,0.036733822409897,0,0.036733822409897,0.026310835556087
ZKSCAN8,0.041999291013147,0.005259238309494,0.036740052703654,0.028696232099143
MAPRE3,0.042832505770611,0.00608417455691,0.036748331213701,0.035043858656881
URB1,0.036763645994847,0,0.036763645994847,0.015282042641682
NEMP1,0.066592059235741,0.02981884483491,0.036773214400832,0.127734235028872
GEMIN7,0.077834420337071,0.041060488911823,0.036773931425248,0.180535936035798
ZNF770,0.06222153281006,0.025439704839155,0.036781827970904,0.117214542854866
ARL17A,0.04241131410708,0.005628181724173,0.036783132382907,0.031911724663945
ZNF121,0.055014568196723,0.018224676127971,0.036789892068753,0.083876326907428
ZNF516,0.153949060264998,0.117144680221617,0.036804380043381,0.38685935597237
WRN,0.042064721490235,0.005259878965558,0.036804842524678,0.029081697324988
TESC,0.237455292539435,0.200649472835628,0.036805819703807,0.47578770485171
FBXO22,0.08021262603029,0.043382493882188,0.036830132148102,0.184147408332343
CTU1,0.051166526499441,0.014296074578298,0.036870451921143,0.07679038139006
AC011379.1,0.067885897138653,0.031005509250317,0.036880387888336,0.164424050663851
PI4K2B,0.050949860395932,0.014060034624523,0.036889825771409,0.061322496324623
POLD1,0.056917223408638,0.020020818721854,0.036896404686784,0.08456096075232
AL049840.5,0.043500829493878,0.00657560549624,0.036925223997638,0.037920239526894
ASAP2,0.043101940755222,0.006117136506562,0.036984804248659,0.034723435341677
DNASE1,0.036988918431339,0,0.036988918431339,0.014887779347437
SCFD2,0.05113049110384,0.014122251901574,0.037008239202266,0.060966991261462
IARS,0.042904150649043,0.005895333608037,0.037008817041006,0.032347586648605
AL139260.1,0.037022359711064,0,0.037022359711064,0.014384699676353
CLMN,0.0495804427497,0.012555804675804,0.037024638073896,0.060985274483441
DDX31,0.05061608672635,0.013587721283957,0.037028365442393,0.056913993774458
RBMXL1,0.06782112922564,0.030786994223692,0.037034135001948,0.133695584675603
ZUP1,0.044423453351414,0.007370922022929,0.037052531328485,0.032553282212433
TAF5L,0.037058715159359,0,0.037058715159359,0.014458115290576
PAK1IP1,0.0539767289995,0.016906967963253,0.037069761036247,0.070799025138148
SETD9,0.042978793380657,0.005895333608037,0.037083459772621,0.033736231126303
FBXO6,0.057458754988909,0.020372722008627,0.037086032980282,0.10209095714724
C7orf31,0.037089243229835,0,0.037089243229835,0.015020281588175
NPTN-IT1,0.037092168957908,0,0.037092168957908,0.014929953938927
TMEM161A,0.043029557240104,0.005931397176625,0.037098160063479,0.033038684669187
ARL10,0.043150937773148,0.006052388198053,0.037098549575096,0.034105704829834
CPEB2,0.111710646343459,0.074599433301315,0.037111213042144,0.293825141923077
SDF2,0.193121702028708,0.15600319212352,0.037118509905188,0.443440969154461
AC027644.3,0.085699282323758,0.048569648704019,0.037129633619739,0.208210495909786
TMEM43,0.126247913585145,0.089115123062903,0.037132790522241,0.331479695465051
SCMH1,0.051652710613382,0.014509499737679,0.037143210875703,0.063555170293153
ATAD3A,0.037144603564694,0,0.037144603564694,0.01538863452941
BBS10,0.037187239557856,0,0.037187239557856,0.014706119766209
CD48,0.149120362483512,0.111924072643782,0.03719628983973,0.374331169918739
PRPS2,0.054454799303838,0.017240483033571,0.037214316270267,0.072851183803094
MED17,0.063035795626476,0.02581811633934,0.037217679287136,0.105119650586249
ACOT8,0.085556173587502,0.048315658488914,0.037240515098588,0.205895305417885
LOX,0.03727045745506,0,0.03727045745506,0.015066919775744
SLC6A9,0.037276410840184,0,0.037276410840184,0.01526045481796
ZNF35,0.043829610761213,0.006549326395548,0.037280284365665,0.037716822779457
GHDC,0.059648145441714,0.022355383157277,0.037292762284438,0.090157965922689
POLR2J,0.338259198565247,0.300957554001872,0.037301644563374,0.56550520879715
SETDB2,0.064125754685283,0.026824019041403,0.03730173564388,0.113177479147344
CHST14,0.050156543189119,0.012843846986482,0.037312696202637,0.06210817108092
ADHFE1,0.03731590020795,0,0.03731590020795,0.014960429547919
BX255925.3,0.050248100086649,0.012917184730461,0.037330915356188,0.051154549231815
CD226,0.04260313936313,0.005259238309494,0.037343901053637,0.028592557188618
MAGEH1,0.047681549969907,0.010336687680884,0.037344862289023,0.04270116557565
ZWILCH,0.037349067926061,0,0.037349067926061,0.015093984587868
AP4B1,0.043393125148861,0.006039984417118,0.037353140731743,0.03321155356548
CPSF2,0.083068000395559,0.045705578166228,0.037362422229331,0.186904950512271
BCO2,0.069082545883139,0.031710986857421,0.037371559025718,0.126402752266949
PML,0.123209817224942,0.085836679212294,0.037373138012649,0.298874078617004
DYRK2,0.054597963417064,0.017223625211459,0.037374338205605,0.072419487330472
LDAH,0.037389300238304,0,0.037389300238304,0.015411456786094
PARP10,0.129198101504946,0.091804500212613,0.037393601292333,0.32571794372288
LEKR1,0.043405847722526,0.00598838654277,0.037417461179757,0.03261639287331
BACE2,0.037426081027224,0,0.037426081027224,0.0150866400716
ANK2,0.037430743067272,0,0.037430743067272,0.014826406710341
CENPJ,0.037437249892957,0,0.037437249892957,0.014950245393287
DYNC2LI1,0.043508510152722,0.006052388198053,0.037456121954669,0.033938175188045
FADS2,0.043499388001695,0.006039984417118,0.037459403584577,0.032879837753959
TMC7,0.037481145009489,0,0.037481145009489,0.015401415779425
SEMA5A,0.037491613022438,0,0.037491613022438,0.025783356040958
TNRC6C,0.037507912384022,0,0.037507912384022,0.015029319501423
RNF26,0.03752988670843,0,0.03752988670843,0.015000883197583
POLR3GL,0.196162747591579,0.158627922316276,0.037534825275302,0.437303321801771
C2orf76,0.104745657334234,0.067206308645334,0.0375393486889,0.260378626052406
TK1,0.04575115914694,0.008184194753365,0.037566964393575,0.03825743460423
ELF4,0.12729165878397,0.089712527904629,0.03757913087934,0.329471351163033
PAK1,0.40666911401658,0.369089775841759,0.037579338174821,0.599688235046871
BRCA2,0.050684711549927,0.013099929092226,0.037584782457701,0.064902489830037
ADORA1,0.037594377151788,0,0.037594377151788,0.01590440188267
DAPK3,0.086176914237989,0.048564934381175,0.037611979856814,0.193325595645554
LRRC27,0.037620847165465,0,0.037620847165465,0.014718485868288
JAGN1,0.09347134790357,0.055814090115693,0.037657257787878,0.229909876462934
BCKDHA,0.075714441085742,0.038054814025601,0.037659627060141,0.14924658530743
TRAF3IP2-AS1,0.052919965582078,0.015236249539759,0.03768371604232,0.068537916660603
AC083973.1,0.051343971364632,0.013652832777189,0.037691138587443,0.055175259299227
HES6,0.055184751989772,0.017467843907816,0.037716908081956,0.072544220187117
PTRH2,0.061405201836144,0.023682126527346,0.037723075308798,0.099369913824766
VNN1,0.171009830198197,0.133277283353883,0.037732546844314,0.414931260696952
ZHX2,0.060098598351739,0.022344799824418,0.037753798527322,0.102420296841726
RCAN3,0.075670197581289,0.037910728682899,0.03775946889839,0.148138922707853
PRRX1,0.037762467334435,0,0.037762467334435,0.014864823525561
TFE3,0.249924120032119,0.212151805565092,0.037772314467026,0.493108741436992
ABHD13,0.118144560954354,0.080355313783531,0.037789247170824,0.291359785942425
MTHFD1,0.06286332194357,0.025062387058602,0.037800934884967,0.096617595542002
AL135925.1,0.050883048421582,0.013074149483168,0.037808898938414,0.051059137882602
LYRM9,0.054182725293947,0.016365318753826,0.037817406540121,0.064285370482031
GLIS3,0.051627346658908,0.013803283447456,0.037824063211452,0.056245916930031
MED21,0.079284239011976,0.041404671088753,0.037879567923223,0.177157907052202
OPN3,0.050004817559925,0.012098203048362,0.037906614511562,0.056002946063174
TAB1,0.043840812009755,0.005895333608037,0.037945478401718,0.031392969875234
FOXJ2,0.056253636401664,0.018291006383161,0.037962630018503,0.080029836655425
RETREG1,0.045790661674663,0.007807969837262,0.0379826918374,0.046908126735907
NCKAP5L,0.119929680232528,0.081938258735966,0.037991421496563,0.288813757042366
MET,0.045603105172037,0.007604214755857,0.03799889041618,0.033090901110715
THEM4,0.051228347520629,0.013228249055438,0.038000098465191,0.052387046188961
THY1,0.045019521263228,0.007007692972662,0.038011828290567,0.040261209275902
IGSF8,0.044818396872465,0.006788621910431,0.038029774962034,0.028149069041881
HIST1H2BG,0.051367340676423,0.0132801074173,0.038087233259123,0.051382717740566
AC022868.2,0.046056875303699,0.007966360796935,0.038090514506763,0.0354978624004
C6orf223,0.038093233967534,0,0.038093233967534,0.014938599294913
ZBTB41,0.044212377068932,0.006115459137362,0.03809691793157,0.033628376272031
PPP3CC,0.075483921974392,0.037378342489351,0.038105579485041,0.142275063069282
HDAC1,0.106843613589204,0.068706447962825,0.038137165626379,0.261919313475708
RAD9A,0.064375179948669,0.026231956823843,0.038143223124826,0.117986417206705
CENPF,0.044307274695959,0.006161011928016,0.038146262767943,0.033492164198836
TMEM184B,0.053582058838268,0.015410213704111,0.038171845134156,0.069115498531908
DCAF16,0.056890457546355,0.018697196101937,0.038193261444418,0.069066768648824
CENPN,0.038205269224666,0,0.038205269224666,0.014756745908484
OSER1,0.33501995233653,0.296805961536224,0.038213990800306,0.560232848001633
MINDY2,0.125153778863574,0.086911170414016,0.038242608449558,0.293691979763905
SIDT2,0.058934335258755,0.020672005425985,0.03826232983277,0.085326304523494
STK32B,0.044764083616072,0.00648619290931,0.038277890706762,0.025190562440858
AL031963.3,0.044367251670678,0.006064175640737,0.038303076029941,0.032487746966341
TRIB2,0.038304876482992,0,0.038304876482992,0.014992563640064
CNTN2,0.053285512412531,0.014944403164208,0.038341109248323,0.065654838497696
AC091729.3,0.043156644578147,0.004805842943236,0.038350801634911,0.02497646548299
PFKM,0.03836776589326,0,0.03836776589326,0.014828723170929
LCA5,0.052355651297134,0.013972436977812,0.038383214319322,0.056164441375559
TTN,0.053477770964091,0.015080884915117,0.038396886048974,0.065321724953796
B3GNT2,0.142443803947935,0.104032858124069,0.038410945823865,0.33766822852687
ZNF346,0.038421291562064,0,0.038421291562064,0.015956463139469
SLC35B4,0.057509401728673,0.019070718103772,0.038438683624902,0.07137952241348
GPR160,0.166249759907273,0.127781191002518,0.038468568904755,0.391434691953794
PEX26,0.062742404630176,0.024262373013944,0.038480031616232,0.087444090468796
AC092683.1,0.046764415912775,0.008283043544648,0.038481372368127,0.037364655600906
TNFRSF11B,0.038482443412917,0,0.038482443412917,0.014945450032647
RAB40C,0.038492365184517,0,0.038492365184517,0.008165394317856
DCUN1D5,0.059667420865735,0.021173702024374,0.038493718841362,0.087855126722802
PLSCR3,0.045551955790773,0.007052058683581,0.038499897107192,0.028588776799932
FAM107B,0.367977601901752,0.329461224530497,0.038516377371255,0.570395447678073
NEURL4,0.043792547434997,0.005259238309494,0.038533309125503,0.027854474616129
ASGR1,0.060146014275823,0.021608924481215,0.038537089794608,0.090788874169466
TRAP1,0.074717260242844,0.036154940479227,0.038562319763617,0.141162381534152
MTRF1L,0.056246199213714,0.017673190504783,0.038573008708931,0.073230750885634
TMEM42,0.051331650181898,0.012753974379629,0.038577675802269,0.058989920966331
H6PD,0.045341527461998,0.006762282075879,0.038579245386119,0.026579164892752
CDADC1,0.081755731134476,0.043165111552412,0.038590619582064,0.169336244342565
ANKAR,0.05726390748163,0.018661230745098,0.038602676736532,0.06674733667628
BCOR,0.060348984083774,0.021742053016105,0.038606931067669,0.079152578577771
MTERF2,0.05184906606239,0.013227095133225,0.038621970929165,0.049393519085709
ZDHHC13,0.051948894089589,0.013317589568426,0.038631304521163,0.049865370323428
TATDN3,0.108537100617315,0.069897058833851,0.038640041783465,0.244506078536248
KCTD5,0.082435970821682,0.04379486585164,0.038641104970042,0.162218299377053
NT5DC1,0.075124043147918,0.036478971489097,0.038645071658821,0.145438689097187
GTPBP8,0.063908189743185,0.025249703466195,0.03865848627699,0.093928081020783
NVL,0.057669795380101,0.019002600014924,0.038667195365177,0.069441394562671
AC108134.3,0.068249304857649,0.029560620459743,0.038688684397905,0.127783959535303
VRK1,0.053660259413895,0.014965730628067,0.038694528785827,0.076412522373608
ZBTB11-AS1,0.049931457603078,0.011225381474959,0.038706076128119,0.046913207207079
PSMF1,0.464179871647022,0.425471857481466,0.038708014165556,0.586236343181719
KCTD11,0.038721744755864,0,0.038721744755864,0.014857107741607
TRIM11,0.064882189897038,0.026154298212545,0.038727891684493,0.099949357129368
MZT1,0.069807246670916,0.031078689432321,0.038728557238595,0.126008354447746
SPATA5L1,0.072516251470616,0.033771996673213,0.038744254797402,0.134395627330125
MLC1,0.0448047104993,0.006052388198053,0.038752322301247,0.032810211023664
GBP3,0.063620144633297,0.02486612867107,0.038754015962226,0.090923355831984
ABCB10,0.046484140374613,0.007712750411903,0.03877138996271,0.032571282045095
PDLIM4,0.044902773411434,0.006117136506562,0.038785636904872,0.033051272458961
RPA3,0.111850376302428,0.073043987978692,0.038806388323736,0.260475103345354
PCCB,0.083649707576121,0.044821286615294,0.038828420960827,0.168190832444634
ZNF514,0.046062203416782,0.007228868188101,0.03883333522868,0.029482882677318
C12orf75,0.149022647447942,0.110185752571875,0.038836894876066,0.325489503329737
CNOT6,0.059401153689475,0.020546906145423,0.038854247544052,0.081225478869286
ATMIN,0.050866061603298,0.012011769279449,0.038854292323849,0.040347402509088
PNO1,0.044831626628848,0.005966143165465,0.038865483463383,0.031800788016714
RP2,0.20179435898586,0.162875099684447,0.038919259301413,0.42951518995882
AL031600.1,0.038920332226865,0,0.038920332226865,0.008114691887162
OLMALINC,0.038939776547163,0,0.038939776547163,0.008203309171031
CRYBB1,0.044134019500877,0.005192633207779,0.038941386293097,0.017968615461737
HMGCL,0.071466127186238,0.032501715577647,0.038964411608592,0.123769642048293
SETD1B,0.129398313844028,0.090427759204054,0.038970554639974,0.30983185159559
MRI1,0.057083383636262,0.018065069057538,0.039018314578724,0.061045960263498
GOLGA8B,0.051671085822625,0.012627576265487,0.039043509557138,0.04416538224409
SALL1,0.07197455330689,0.032929616285796,0.039044937021093,0.126793086848113
MACROD1,0.045063251499557,0.006006738180296,0.039056513319261,0.021726859421104
ZNF41,0.039074365179491,0,0.039074365179491,0.008189996682126
RAB11FIP3,0.052046506783259,0.012967474034838,0.039079032748421,0.046378498951224
PMS2,0.063471227226842,0.024369936467297,0.039101290759545,0.08509232298517
DBN1,0.046842369982125,0.007738198084423,0.039104171897702,0.04484086164674
OXLD1,0.092668250982295,0.053501990903744,0.039166260078552,0.200977069699272
FOXP4,0.044465840042991,0.005259238309494,0.039206601733497,0.018002144099219
UBE2D4,0.076292653103378,0.037058434672385,0.039234218430993,0.132519516667741
GIHCG,0.09459302752846,0.055345435260781,0.039247592267679,0.221038734759042
KNTC1,0.046779051432298,0.007519495238582,0.039259556193715,0.030635833531058
TAF6L,0.052951135055513,0.013683046706595,0.039268088348918,0.052149783203552
TEC,0.045350348566067,0.006075319702622,0.039275028863445,0.021915109835546
PNPT1,0.057661804066839,0.018377743668473,0.039284060398367,0.063083446874304
AC092809.2,0.058603213366956,0.019317476889151,0.039285736477804,0.069948354739896
GNAI1,0.046810195963298,0.007519495238582,0.039290700724716,0.042967933512728
IFI27L1,0.050911226709043,0.011617471331518,0.039293755377525,0.048783777391292
IFT172,0.039298463005381,0,0.039298463005381,0.008215438373578
ANKRD42,0.045690234050234,0.006387710090943,0.039302523959291,0.023737957519295
HP,0.153641619722451,0.11431167600916,0.039329943713291,0.354517745142055
CPT1A,0.060141348086094,0.020800710253094,0.039340637833,0.081602456320075
FBXO31,0.044985417139203,0.005637442199824,0.039347974939379,0.019666854053436
LYSMD3,0.079960199048436,0.040586287424927,0.039373911623509,0.157161370928378
FOXG1,0.039384984468336,0,0.039384984468336,0.015430954985019
ZNF783,0.053090170620958,0.013672996495096,0.039417174125863,0.051796568881079
FUT11,0.057688931268448,0.018194700621003,0.039494230647446,0.060627007981916
KANTR,0.039495647407984,0,0.039495647407984,0.008158553228678
ASB3,0.071761726061833,0.032253586717348,0.039508139344485,0.11853294838935
FAM102A,0.046940241729364,0.007431073192825,0.03950916853654,0.029854416194558
FECH,0.134631689502602,0.095107099288068,0.039524590214535,0.275963897879424
BLOC1S4,0.078918555123578,0.039392208780431,0.039526346343148,0.147110297905916
KBTBD4,0.047114359841571,0.007582269477841,0.039532090363731,0.031516953000711
