,core,peri,log2fc,pvalue
AC007608.3,0.005867625198036,0.005356604595396,0.00051102060264,0.948719305228625
PRDM8,0.01340868060647,0.012892438368621,0.000516242237849,0.969078927834181
AF305872.2,0.006125571025945,0.00560379081756,0.000521780208385,0.949890604759349
ADM5,0.005782378459781,0.005259238309494,0.000523140150287,0.946642512742972
MBNL3,0.102892429841655,0.102365349633388,0.000527080208267,0.987740414709992
DNAJC18,0.028910038770588,0.028379897789247,0.000530140981341,0.978041993430229
AC083862.2,0.019643169958954,0.01910756250357,0.000535607455384,0.973162839434891
LINC01554,0.006125571025945,0.005587893847657,0.000537677178288,0.948299360352773
JADE2,0.066947435635012,0.066391105396965,0.000556330238048,0.984436956811107
AC011346.1,0.013736403280146,0.013174311705834,0.000562091574312,0.966990596444482
SMC5-AS1,0.007330777232445,0.006762282075879,0.000568495156566,0.954547849398299
GIPC3,0.018109284085243,0.017533831643334,0.000575452441909,0.968470473477234
AC080013.5,0.006170765155365,0.005587893847657,0.000582871307708,0.944185345624281
CC2D2B,0.006044615628994,0.005458719806651,0.000585895822343,0.942656980514795
CXorf56,0.017927842134141,0.017333360063832,0.000594482070308,0.967097911793939
AC121761.1,0.007132156356315,0.006527781632732,0.000604374723584,0.950160782274613
DAB2IP,0.007791378052769,0.007180584600549,0.000610793452219,0.954034161365964
AL080276.2,0.005698791016178,0.00507744937139,0.000621341644788,0.935124032281191
AC113133.1,0.011755986419597,0.011127525981507,0.00062846043809,0.956218229712064
ZNF500,0.017356235884141,0.016720175265203,0.000636060618939,0.963550681243133
PUS7,0.011760209839425,0.011115450788027,0.000644759051399,0.955055057527699
FOXP3,0.006023206277062,0.005357677119399,0.000665529157662,0.93420733319742
TMPRSS9,0.018503146981671,0.017830646292524,0.000672500689148,0.964260963936715
MRPS30-DT,0.00592460766623,0.005246836985578,0.000677770680652,0.931755799991681
HSD11B1-AS1,0.007842107855455,0.007164148213124,0.000677959642331,0.949112046588445
DND1,0.006080944422681,0.005366304219636,0.000714640203045,0.929789725056942
RNF182,0.005905205716081,0.005187006592185,0.000718199123896,0.927199410132031
ARHGAP42,0.005982592948234,0.005259238309494,0.00072335463874,0.927649566783804
LAMA2,0.008072397818274,0.00734064547824,0.000731752340034,0.946533423172702
PRR3,0.040322973968661,0.039585712549944,0.000737261418717,0.973591426024905
ZNF304,0.006718390871116,0.005969693462985,0.000748697408132,0.933614349435633
BCAS4,0.006427233764179,0.005637442199824,0.000789791564354,0.926401065289981
PET100,0.428785869795829,0.427923112537298,0.000862757258531,0.990851860270198
ZNF177,0.006931326445202,0.006064175640737,0.000867150804465,0.924990517532756
LINC02649,0.0298411825855,0.028973273220135,0.000867909365365,0.964956553120122
HGF,0.041838809734283,0.040951758709742,0.000887051024541,0.969299891566641
GABPA,0.048968050320016,0.048079955177519,0.000888095142496,0.971887261397802
KIF5A,0.007738198084423,0.006836204324178,0.000901993760245,0.930393260154265
AC024257.3,0.012111186581041,0.011208534226264,0.000902652354777,0.93837945639097
AC018755.5,0.049939256112544,0.048998890479452,0.000940365633092,0.97171695750934
SRSF12,0.007663932457475,0.006718390871116,0.000945541586359,0.926088322138883
AP006259.1,0.006991888020814,0.006039984417118,0.000951903603696,0.917949094893236
HYLS1,0.013708114244657,0.012736349752356,0.000971764492301,0.942101315191215
LINC00861,0.006065759144252,0.00507744937139,0.000988309772861,0.900580236503619
BMP2,0.007733050204691,0.006736697452797,0.000996352751894,0.922613913238874
AC079209.1,0.030436073676306,0.029416116062768,0.001019957613538,0.961620673257154
AC073508.3,0.013683895371703,0.012663432781265,0.001020462590438,0.938935881445325
PTPRD-AS1,0.008559222077443,0.00753170199244,0.001027520085003,0.928194325543745
AC004865.2,0.007042533529156,0.006006738180296,0.00103579534886,0.910908039935064
CYYR1,0.023254707285924,0.022215554818496,0.001039152467428,0.955396784161781
MPZ,0.007836326789135,0.006785064688965,0.00105126210017,0.91922459073475
AC006115.2,0.005867625198036,0.004805842943236,0.0010617822548,0.888674528927505
NDUFB1,0.321338275178041,0.320265321443143,0.001072953734898,0.986765564246771
AC061992.2,0.015346196344958,0.014261177531458,0.0010850188135,0.941630614514847
AC022506.2,0.007311362051561,0.006217433297703,0.001093928753858,0.909260686155615
ZNF93,0.016636498234578,0.015523118095362,0.001113380139216,0.939339306611301
CDC25C,0.007895893903979,0.006770975923999,0.00112491797998,0.913883929077983
KHDC1,0.006753672108623,0.005628181724173,0.001125490384451,0.898139867752315
MLPH,0.007527614504858,0.006400306518404,0.001127307986454,0.909172520843828
LINC01572,0.006719214891419,0.005587893847657,0.001131321043762,0.897006246758957
JPH4,0.005938238822653,0.004805842943236,0.001132395879417,0.882168501514653
FBXL22,0.007586615598756,0.006415426253381,0.001171189345375,0.906170994313799
ZNF692,0.040885496319078,0.03970763473109,0.001177861587988,0.958161334517943
VSTM1,0.00841599716409,0.007223050346926,0.001192946817164,0.914348590507517
LRTOMT,0.007308166842382,0.006105460669491,0.001202706172892,0.899505751986567
LINC00235,0.007276828359268,0.006064175640737,0.001212652718531,0.898141761515061
RAB3IP,0.041512487236052,0.040293355551796,0.001219131684256,0.9574861104752
AP000282.1,0.007966360796935,0.006713462665187,0.001252898131748,0.90428210582735
ARMCX1,0.023997436353355,0.02271325675892,0.001284179594436,0.938008212224011
ST8SIA1,0.022949811603404,0.021655043303571,0.001294768299833,0.934621954376695
KLHL32,0.008405037065541,0.007076325965697,0.001328711099845,0.903752322081401
LNP1,0.007042533529156,0.005691472665981,0.001351060863175,0.881398698799473
LINC01948,0.014049004528519,0.01269593166346,0.001353072865058,0.91985195992194
AC100791.3,0.007423782615058,0.006049271031724,0.001374511583334,0.885879299240603
AL356417.3,0.01748660777411,0.016102965045126,0.001383642728984,0.927538152043246
FP671120.4,0.006324083856325,0.004931281358136,0.001392802498189,0.862130013914403
BLOC1S5,0.022752128700975,0.021341822376706,0.001410306324269,0.933256561891146
C2CD2L,0.031404829052148,0.029966273624597,0.001438555427551,0.941082653778903
RGS3,0.027773563722533,0.026291367984753,0.001482195737781,0.934807279083924
AL136295.7,0.007158735984868,0.005673946046839,0.001484789938028,0.870887038806255
INKA2-AS1,0.007108893072701,0.005619976925332,0.001488916147369,0.869503767343031
SYNC,0.034819041080405,0.033319130584389,0.001499910496016,0.942221980053379
RGP1,0.028483302101483,0.026975879475055,0.001507422626428,0.935234425430329
NIPAL3,0.025521757094599,0.023997230755392,0.001524526339207,0.931411568520496
MYCL,0.014398786414124,0.012856093993157,0.001542692420967,0.911043551714968
SLC25A44,0.107231880920694,0.105684412464635,0.001547468456058,0.966811328485999
PPP4R2,0.366054945128999,0.364496089321779,0.001558855807219,0.981907961571527
SLX4,0.01695587367081,0.015395352249297,0.001560521421513,0.915390690863348
RAVER1,0.078495371640203,0.076934464700899,0.001560906939304,0.961110845302172
SIRPG,0.006641874290973,0.00507744937139,0.001564424919582,0.851575229993639
AC015982.2,0.024420612845301,0.02282183286464,0.00159877998066,0.929644589219404
TCF3,0.022306429778691,0.020701725827804,0.001604703950888,0.916055870136855
NBPF3,0.007565093489665,0.005949295916771,0.001615797572895,0.866681353671213
DGKH,0.045766044470956,0.044136541597656,0.0016295028733,0.948188076981202
AP000919.2,0.016985975470164,0.015356160024159,0.001629815446005,0.911339001062946
NGEF,0.007028433705147,0.005397550021464,0.001630883683683,0.85399897398005
MAGI2-AS3,0.029066719886567,0.027435049152832,0.001631670733736,0.931790099858562
LRRC73,0.007717782262333,0.006064175640737,0.001653606621596,0.866221656237571
LINC01445,0.006543891230476,0.004886622764092,0.001657268466383,0.839211416774461
SH3TC2,0.007877602914404,0.006168094584861,0.001709508329543,0.864342265767181
MAN1B1-DT,0.016738820184209,0.015017263909792,0.001721556274417,0.904812838879044
AL157394.3,0.008175728193394,0.006409580599852,0.001766147593541,0.865016308049881
GPC5,0.006845652959834,0.00507744937139,0.001768203588444,0.835664949900897
MATR3,0.007836326789135,0.006039984417118,0.001796342372017,0.855939838992059
LINC01907,0.007702770981259,0.005841984788612,0.001860786192647,0.847381106544008
GPR141,0.060393795424458,0.058525055297866,0.001868740126592,0.949870155087496
SEMA3B,0.032271176608479,0.030392373968013,0.001878802640466,0.929054847040098
ATXN7L1,0.030933514851594,0.029047326410797,0.001886188440798,0.925565856384277
AC004797.1,0.01730461670843,0.015396982662166,0.001907634046264,0.897258227521691
FRY,0.030420601868325,0.028502985694699,0.001917616173626,0.922797246691623
PEX12,0.007692901842558,0.00577092138611,0.001921980456448,0.841607556748367
HOXA4,0.007986584859727,0.006064175640737,0.00192240921899,0.847986120580621
LARGE1,0.007398724427437,0.005458719806651,0.001940004620786,0.83290462640103
SMAGP,0.022674742734645,0.020685735283143,0.001989007451502,0.904381251553885
CHUK,0.073962230869736,0.071933183057824,0.002029047811912,0.947267878110239
ZNF227,0.012770604449772,0.01071038710451,0.002060217345263,0.861734004523532
RRNAD1,0.041813412311084,0.039751829539916,0.002061582771168,0.927812753283727
C3orf70,0.007764392259415,0.005685764442709,0.002078627816706,0.829008315525018
TMEM125,0.014523683721586,0.012436120592836,0.00208756312875,0.877820143211558
MED9,0.025395292816115,0.023247581238545,0.00214771157757,0.90092925878657
POLR3F,0.013886801530739,0.011725748859827,0.002161052670912,0.867333849945093
RRAS2,0.007807969837262,0.005637442199824,0.002170527637438,0.82169759388515
IL6R-AS1,0.022807794295694,0.020627285324026,0.002180508971668,0.89500097898476
TCAF2,0.016836356987748,0.014631970348689,0.00220438663906,0.876699206488866
U2AF1,0.169244158285564,0.167035660941568,0.002208497343996,0.96327673488741
MAP2K6,0.09363992058386,0.09142663992128,0.002213280662581,0.950669926152629
CTDSPL,0.015370559300881,0.013152753955943,0.002217805344938,0.877404910557258
HIRA,0.025273715519857,0.023053308152666,0.002220407367191,0.903980337156005
ZNF438,0.075827689213988,0.073597790836424,0.002229898377564,0.943192287008923
AC025682.1,0.017564122739451,0.015333222792157,0.002230899947294,0.880557182000759
AC010203.2,0.007859679046752,0.005628181724173,0.002231497322579,0.817457991094277
CCDC9,0.128503856046241,0.126248728375578,0.002255127670663,0.957167060493375
GASK1A,0.008028461058992,0.00577092138611,0.002257539672882,0.819408724861483
Z83843.1,0.01720469553144,0.014932905994148,0.002271789537292,0.875486938140296
P4HA2,0.017121905627977,0.014845503679441,0.002276401948536,0.874532302376975
AC004584.3,0.007132156356315,0.004805842943236,0.002326313413079,0.786799465913231
LINC00570,0.044388325493361,0.042058891794741,0.002329433698621,0.914156136926714
DDIT4-AS1,0.07245639911607,0.070116922413574,0.002339476702497,0.939078980745858
HSPBAP1,0.132826054424162,0.130461005971541,0.002365048452621,0.954869351099021
AC019205.1,0.007813569649732,0.005397550021464,0.002416019628268,0.799197910656029
AC007298.2,0.030797237114008,0.028344307449849,0.002452929664159,0.906730791272682
RWDD3,0.059784848119608,0.057287421375112,0.002497426744496,0.926418131323666
ZNF493,0.112142032134762,0.109603656761352,0.002538375373411,0.946946761391504
MBLAC2,0.008626415417246,0.006075319702622,0.002551095714624,0.808963035421085
AC008972.2,0.016266527265733,0.013709304457742,0.002557222807991,0.850211236998607
PPP3CB-AS1,0.022977494002898,0.02039258903655,0.002584904966348,0.875573634800458
AC116366.1,0.038342705688506,0.035720980596078,0.002621725092428,0.906916392072267
HLX,0.162206166354419,0.159574826638593,0.002631339715825,0.955751046846381
HABP4,0.032763075212946,0.030129196079107,0.00263387913384,0.895514495259598
FSBP,0.014527603745649,0.011874237624258,0.002653366121391,0.843015957002876
KSR1,0.035909983108182,0.033253380036708,0.002656603071474,0.899230612081133
SLC14A1,0.028278815437883,0.025621440424369,0.002657375013514,0.876344531911835
AC093495.1,0.010388936590485,0.007722842627042,0.002666093963443,0.802494930619816
TMEM98,0.02251204713745,0.019818083624533,0.002693963512917,0.876806304625118
LZTFL1,0.022987691130964,0.020284340708946,0.002703350422018,0.869448686751834
GSTCD,0.013887637405475,0.01117303656437,0.002714600841104,0.830407990881556
ABHD4,0.035879047766849,0.03315909590992,0.002719951856929,0.896775347328801
ST3GAL4,0.082010899780647,0.079279658780687,0.00273124099996,0.935315203582099
AP000240.1,0.011229056814058,0.008496731863268,0.002732324950789,0.814234711960356
ZBTB49,0.010662016927553,0.007927236851732,0.00273478007582,0.802590114380447
NXT2,0.031687486820264,0.028946186203789,0.002741300616475,0.893006478457343
NUAK2,0.093025120777222,0.090275973850547,0.002749146926675,0.937101548087545
APOBEC3D,0.010183694196093,0.007381246737594,0.002802447458499,0.785912463841951
TSHZ2,0.00788365838085,0.00507744937139,0.00280620900946,0.764766083699231
PEX11G,0.011367462730448,0.008559222077443,0.002808240653005,0.810975079056156
MAP7,0.038853669618173,0.036036059292769,0.002817610325404,0.901243608385224
NCAM2,0.008057510766309,0.005238664587381,0.002818846178928,0.769314454349981
NCOA5,0.027523168894149,0.024677603236799,0.00284556565735,0.870487598371188
HIST3H2BB,0.016554589520287,0.013697774318296,0.002856815201991,0.835224981058628
HIST2H2AB,0.024267350778926,0.021388119027852,0.002879231751074,0.86919961524299
TLR10,0.02281967409501,0.019932632953831,0.002887041141178,0.858966438057326
NSUN7,0.0535021298587,0.050586735702162,0.002915394156538,0.914041767595851
NAPEPLD,0.025576757007725,0.022632057167643,0.002944699840082,0.87249147565417
AC009090.6,0.014085290978241,0.011127811736236,0.002957479242005,0.817291798180251
AL049840.6,0.018997803214755,0.016039157099318,0.002958646115436,0.851504599160354
AC012645.1,0.015743820493507,0.01278299394355,0.002960826549957,0.837528461514422
AC007611.1,0.031693708095635,0.028692369446106,0.003001338649529,0.882248681466628
AL645728.1,0.017824832254911,0.014806029706491,0.00301880254842,0.837287684137023
TGDS,0.023344358569738,0.02030964083103,0.003034717738708,0.856184359425697
SOX12,0.028943664625086,0.025860171877332,0.003083492747755,0.866411891435736
TMEM161B,0.022869910581138,0.01977952846604,0.003090382115098,0.848986577503087
SPHK2,0.016615384872536,0.013435093719282,0.003180291153253,0.814356468147673
AC080023.1,0.017640638045744,0.014435515289506,0.003205122756239,0.824818735676179
KCNH2,0.00844970828253,0.005238664587381,0.003211043695149,0.746734525661721
CARNMT1,0.016668101888097,0.013450390707027,0.00321771118107,0.814668594748916
DACT1,0.01155729800156,0.008331865964398,0.003225432037162,0.782263925081312
FAM216A,0.040900550912071,0.037651094868815,0.003249456043255,0.881998071511086
NRM,0.022432512644241,0.019148762176094,0.003283750468146,0.835468847493341
AC016065.1,0.017061524127158,0.01372213926919,0.003339384857968,0.810157978256984
SPATA2L,0.092276644592917,0.088927629370267,0.00334901522265,0.923898814906008
TRAM2,0.010897443319112,0.007544077935498,0.003353365383614,0.755860374688434
PKMYT1,0.011117253310515,0.007738198084423,0.003379055226092,0.759387378810462
LRRC75B,0.011289670469245,0.00788365838085,0.003406012088395,0.761448167639099
CMTM4,0.011196273509223,0.007769724573874,0.003426548935349,0.75754416369082
P2RX5,0.010317675870586,0.006874614310334,0.003443061560252,0.731487080556775
PRMT5,0.040993561997772,0.03753282689503,0.003460735102742,0.879829676045413
BICDL1,0.011640784351101,0.008175728193394,0.003465056157707,0.765244244344834
ATP10B,0.011547846923027,0.008072397818274,0.003475449104753,0.762321224774389
AP001059.3,0.011141471541577,0.007663932457475,0.003477539084102,0.75183851326415
NTNG2,0.045229744695038,0.041737948453552,0.003491796241486,0.885589879006954
BTN3A2,0.072631935981245,0.069132009494848,0.003499926486397,0.908209905434886
LINC02397,0.011161277867096,0.007635873425901,0.003525404441195,0.748271147357609
APTR,0.042329367037499,0.038787426665571,0.003541940371928,0.88527459924751
ARRDC3-AS1,0.011606253537535,0.008014283029838,0.003591970507697,0.754169920133445
ZNF561-AS1,0.017818217209676,0.014223396090644,0.003594821119032,0.803567339129026
GHRL,0.011241070198924,0.007645128817005,0.003595941381919,0.744374659660046
AC007620.2,0.011117051815269,0.007519495238582,0.003597556576686,0.740844975237224
CCDC88C,0.017590157567732,0.013981230436349,0.003608927131383,0.799088191457903
PIR,0.023816067743512,0.020170388282214,0.003645679461298,0.827881255182779
LINC00672,0.01734530017755,0.013697531540303,0.003647768637247,0.793497430581365
COBL,0.017456237267488,0.01380495899411,0.003651278273377,0.794658769215001
ATXN7L3,0.080682936801875,0.077027535086381,0.003655401715493,0.908307179345909
FASTKD5,0.017268136807318,0.013594542521108,0.00367359428621,0.7923088980415
BARD1,0.029917469449336,0.02621794532098,0.003699524128356,0.84358910374003
KBTBD12,0.015625053451907,0.011918989379755,0.003706064072152,0.764016032054936
TVP23C,0.022147483663885,0.018409957538004,0.003737526125881,0.80800623380379
C16orf74,0.01178857337243,0.008050159275431,0.003738414096999,0.746980376645019
HTR2B,0.011569448030889,0.00783058290609,0.003738865124799,0.741272262706293
CTH,0.011212386947492,0.007468446687857,0.003743940259635,0.731028163447228
ZC3HC1,0.011036899870201,0.007292360105126,0.003744539765075,0.725921976828807
S1PR1,0.040695432336626,0.036930603336578,0.003764829000048,0.872929674640677
GLRX5,0.364015963963541,0.360248065134883,0.003767898828658,0.953552911438105
ARHGAP26-IT1,0.01155126947798,0.007780485684287,0.003770783793693,0.738464593849
AC020765.2,0.010630281728704,0.006849460602524,0.00378082112618,0.710183108727312
AC005070.3,0.011350067149512,0.007565093489665,0.003784973659847,0.731451350138025
INPP5A,0.074158215572167,0.070372947902595,0.003785267669572,0.904676675748124
PYGM,0.018553315295486,0.014766760462727,0.003786554832759,0.800991701172079
TMBIM4,0.918456748820845,0.914660155783372,0.003796593037473,0.972053812896213
ATG4D,0.055499559628532,0.051686320016978,0.003813239611554,0.887583266305194
MC1R,0.011773543797071,0.007959719952296,0.003813823844775,0.740549648533266
RNF25,0.018232518810248,0.014410097403883,0.003822421406364,0.795174109822341
TRIM27,0.273914188562141,0.270089659545223,0.003824529016918,0.94941814975368
AC104695.3,0.018025088994142,0.014195175767592,0.00382991322655,0.791408408844535
KLF5,0.026074322605287,0.022234682107595,0.003839640497691,0.834355021797761
CDC42EP4,0.027102752902585,0.023251351716578,0.003851401186007,0.840620645226756
EOGT,0.017209297162623,0.013354299200593,0.003854997962029,0.779140226423158
MANBAL,0.017748089412929,0.013891378887179,0.00385671052575,0.786684651026932
ELAVL3,0.019004917197078,0.015142487683831,0.003862429513247,0.80125424699162
BLOC1S3,0.011534493857414,0.007654481143662,0.003880012713752,0.728849590084268
AC139887.2,0.029923949746733,0.026030662086015,0.003893287660718,0.836011278109814
MEIS1,0.017615674077034,0.013699796577301,0.003915877499734,0.781118378126543
LINC01138,0.036757272063912,0.03283706222032,0.003920209843592,0.852748621824323
ZSCAN26,0.011526360990103,0.007599782341511,0.003926578648591,0.724818445134548
AC005837.1,0.010956154016921,0.007007692972662,0.00394846104426,0.705451412180682
KBTBD3,0.023482403822216,0.01950713746587,0.003975266356347,0.808621089381913
CDC42-IT1,0.018599677301792,0.014610962461296,0.003988714840496,0.789813100508803
SSX2IP,0.017029861568427,0.013040748624582,0.003989112943845,0.767403843610264
WRAP53,0.02338010638322,0.019389196245278,0.003990910137942,0.80623739721045
NMNAT3,0.011826331606761,0.00783058290609,0.003995748700671,0.727237346065936
CCDC151,0.034421888513326,0.030423135612778,0.003998752900548,0.838177657429545
SNAI3-AS1,0.03454338390628,0.030543014481034,0.004000369425247,0.84768104237861
NEDD1,0.017663477152315,0.013640416442823,0.004023060709492,0.774910942889475
DICER1-AS1,0.017866401840273,0.013838701751778,0.004027700088495,0.777253685670237
ZNF529-AS1,0.017180474822343,0.013151112912492,0.004029361909851,0.767881548426637
NOTCH2NLB,0.011614093756954,0.007560850623629,0.004053243133325,0.717082320552234
ATXN2-AS,0.011070044628036,0.007007692972662,0.004062351655374,0.699030577488179
AC087190.1,0.011754498898949,0.00768800787621,0.00406649102274,0.719585422652591
SPAG5,0.011298649761181,0.007220155582246,0.004078494178936,0.705014505318534
ZNF765,0.011668647191823,0.007582269477841,0.004086377713983,0.715340723047712
ARL14EP,0.040214957249553,0.036127498261604,0.004087458987949,0.847251009422405
LINC02762,0.058231883439793,0.054139970507132,0.004091912932661,0.88854470486607
AKTIP,0.065579987979848,0.061488048901167,0.004091939078681,0.888977058823091
FLNC,0.011786986867118,0.007683140584976,0.004103846282142,0.71733326699095
ZXDB,0.0170546386837,0.012947994575554,0.004106644108145,0.76034784900231
DCLRE1A,0.011851028025339,0.007738198084423,0.004112829940916,0.718501626001359
ABHD10,0.042153030807216,0.038037457210504,0.004115573596712,0.853418436627251
UCKL1-AS1,0.017023841833687,0.012881406069741,0.004142435763945,0.759142775792535
STMN3,0.016248583177494,0.012085142344052,0.004163440833441,0.772458287759315
RAB27B,0.01132245911588,0.007148897992112,0.004173561123768,0.69740842735195
YPEL1,0.012243104201804,0.00806492327352,0.004178180928285,0.724267324929637
AC110620.2,0.011774366415358,0.007582269477841,0.004192096937517,0.709674064616178
GMPR,0.160444336465551,0.156250438184208,0.004193898281343,0.919962849371238
AC132872.1,0.040505722546671,0.036307664882733,0.004198057663938,0.856756143669458
SYNE2,0.172327990467172,0.168120276589976,0.004207713877196,0.931655749272775
LINC00339,0.038625675172832,0.034415523565419,0.004210151607413,0.843242710665558
RAPGEF5,0.041561432137091,0.037345946617996,0.004215485519095,0.86039111695366
LINC00865,0.011648579181361,0.007409377655322,0.004239201526039,0.701967323452332
ZNF888,0.01092622528075,0.006686038895336,0.004240186385414,0.678154700297466
GKAP1,0.045989050170902,0.04173093519265,0.004258114978253,0.862152765127233
ZC3HAV1L,0.016207732019692,0.011941295624043,0.004266436395649,0.734950939353434
ZNF559,0.01123332078303,0.006965428366246,0.004267892416785,0.686210594556777
AL691447.2,0.01147977934005,0.00721152718335,0.0042682521567,0.694331270753143
AC092053.3,0.011857097365141,0.007588796617558,0.004268300747584,0.70586918094346
COL9A3,0.033300562780755,0.028959598743208,0.004340964037547,0.83534073632932
PAXIP1-AS1,0.033422799975494,0.029068244541048,0.004354555434447,0.827738182635315
CENPL,0.011121543306184,0.006762282075879,0.004359261230305,0.674905427538432
AC008467.1,0.011556055120291,0.007194516605655,0.004361538514636,0.688690459996471
SYTL2,0.011636451151169,0.00725552808999,0.004380923061179,0.689813139685939
LETM2,0.028736129013287,0.024352081283713,0.004384047729574,0.804701497164391
MRPL23,0.035641367232254,0.031256519663612,0.004384847568642,0.837535125710264
AP5M1,0.04521378877043,0.040822344526684,0.004391444243746,0.85001245907545
MCEE,0.028775929276438,0.024382565042429,0.004393364234009,0.818543689709268
ZNF704,0.011842312962396,0.007431073192825,0.004411239769571,0.693551743120921
AL365295.1,0.011762173283566,0.00734728542993,0.004414887853636,0.690842414807398
HIST1H2AB,0.012189839790261,0.007764392259415,0.004425447530846,0.702829836417992
NEK8,0.017088532599069,0.012647416042255,0.004441116556814,0.739489223096486
CPTP,0.032200337962983,0.027747550310286,0.004452787652697,0.816604355682672
ZNF778,0.011811836811174,0.00734064547824,0.004471191332934,0.687602100172539
BRICD5,0.01144844706407,0.006974161388533,0.004474285675537,0.675782393993107
CDR2L,0.018705978331472,0.01422560535117,0.004480372980302,0.763369646395404
EFHC2,0.02576453391514,0.021283246489711,0.00448128742543,0.801704992035028
MIS18A,0.016531511634934,0.012048146077174,0.00448336555776,0.725997700720895
TIGD1,0.01176948745501,0.007286114945337,0.004483372509672,0.685326665380419
IQGAP3,0.011617176069016,0.007111448146033,0.004505727922983,0.678348979816805
ZNF486,0.028040982118115,0.023528405021452,0.004512577096663,0.80611273315553
EMILIN1,0.011438459353346,0.006914751959426,0.00452370739392,0.671221403876074
FBXO30,0.044395938015106,0.039872091602979,0.004523846412127,0.847404813379205
EXTL2,0.018140550216875,0.01359869042162,0.004541859795256,0.749968155667225
HIST1H2BB,0.011196854533862,0.006642630566035,0.004554223967827,0.659648634585337
B4GALT1-AS1,0.011744161444322,0.007188917686068,0.004555243758254,0.678320465256682
AP001816.1,0.018529102148214,0.013963325879657,0.004565776268557,0.753977709693012
AL121603.2,0.030835803667546,0.026265677488186,0.004570126179361,0.812083993119953
ZNF354C,0.011848824263716,0.007273754173127,0.004575070090589,0.680065036983277
EXD3,0.022455015111308,0.017873286940626,0.004581728170682,0.764490756050636
AC016747.1,0.019433795883763,0.01481429221316,0.004619503670603,0.764549892378657
PAK2,0.883281598549986,0.878655296163746,0.00462630238624,0.965190714881088
CDC42EP1,0.03437942522417,0.029750816319998,0.004628608904172,0.82127257914893
CDCA2,0.012045610499061,0.007416551085417,0.004629059413643,0.681949332459288
NIPA1,0.018342853517369,0.013711590314752,0.004631263202617,0.748658563906709
THAP7-AS1,0.0128337848295,0.008175728193394,0.004658056636106,0.703100529065212
AC002091.2,0.038905042038768,0.034240404556576,0.004664637482192,0.833457235589838
AC011978.2,0.011634829531099,0.006958934219176,0.004675895311923,0.664446737161277
LZTS3,0.010692700956535,0.006014934190234,0.004677766766301,0.62824117822738
AL359091.1,0.012277884467443,0.007599782341511,0.004678102125932,0.685127829987916
CES1,0.012297049385525,0.00761764555702,0.004679403828505,0.685618512499565
AC008915.2,0.012028725588226,0.007327511907529,0.004701213680697,0.67561184952546
MTRF1,0.025460463136484,0.020756123523461,0.004704339613023,0.789949713946821
AP001033.2,0.011931791978989,0.007223050346926,0.004708741632063,0.671569573157697
EHD3,0.011499192177277,0.006786841527283,0.004712350649994,0.656633218563758
AL390957.1,0.01168281530546,0.006969784196916,0.004713031108544,0.663217094441983
AC010331.1,0.01247916603054,0.007759091596225,0.004720074434314,0.689574156937231
AC098679.1,0.010835731958417,0.006115459137362,0.004720272821055,0.630903782727921
AXDND1,0.011419112629168,0.00666873292141,0.004750379707758,0.650082239458012
RAB33B,0.075242670483281,0.070490628468851,0.004752042014431,0.879366351313843
LRRC37B,0.012022445010604,0.007267637376244,0.00475480763436,0.67076755783775
RALY-AS1,0.017416400593564,0.012637574153982,0.004778826439582,0.723842428771236
MAOA,0.025115802655714,0.020326307395031,0.004789495260683,0.78167146347102
GCSAML,0.0109111154928,0.006117136506562,0.004793978986237,0.626331201970951
KIF24,0.012017327962277,0.007208669483148,0.004808658479128,0.666108692713921
GK-IT1,0.018566400455004,0.013743391753953,0.004823008701051,0.739290355283061
MUC1,0.004839507683672,0,0.004839507683672,0.31746040454239
AQP3,0.004839507683672,0,0.004839507683672,0.31746040454239
AP001107.9,0.004839507683672,0,0.004839507683672,0.31746040454239
TMEM229B,0.004839507683672,0,0.004839507683672,0.31746040454239
AC119403.1,0.004839507683672,0,0.004839507683672,0.31746040454239
KLRK1,0.011564792168653,0.006718390871116,0.004846401297536,0.647247436010316
HORMAD2-AS1,0.012027508488973,0.007175072112149,0.004852436376824,0.66279166381298
SPINT1,0.029392512561952,0.024518967560177,0.004873545001775,0.787068767325584
SCNM1,0.263301367864991,0.258422348382754,0.004879019482237,0.933932819959441
DHX58,0.035572585026236,0.030690511931954,0.004882073094282,0.807562331313488
TPCN2,0.047466913158339,0.042582298068341,0.004884615089997,0.840358746325286
ZC4H2,0.010955704431397,0.006067345466055,0.004888358965342,0.619382690495785
DSN1,0.04939704914628,0.044495435514261,0.004901613632019,0.840566865801293
LINC00528,0.042249813856811,0.037347200130737,0.004902613726074,0.832136545263566
TLR9,0.011605896935447,0.006698839278648,0.004907057656799,0.643316597196813
ICK,0.019446314658056,0.014535600811617,0.004910713846439,0.749786966727651
FANCA,0.02760956527231,0.022692027028786,0.004917538243524,0.785096785943083
POLE,0.018525968991685,0.013607642888966,0.004918326102719,0.733338972888761
MSX2,0.011024760703637,0.006105460669491,0.004919300034147,0.619492668280119
AC008691.1,0.011025821404216,0.006105460669491,0.004920360734725,0.620364538484563
ZNF213,0.01909795810177,0.01417705378183,0.00492090431994,0.743713280393591
FBN2,0.012674963744866,0.007753822210835,0.004921141534031,0.680051970828444
CENPQ,0.017653851810847,0.012731351809174,0.004922500001673,0.717550370430937
U2AF1L5,0.011841130034204,0.006914751959426,0.004926378074778,0.650042341015605
